ticker	foundingdate	companyname	date	close	price_reference	matched_price	price_change_percent	ticker_uri	golden_point	golden_momentum	sub_info
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-12T00:00:00Z	87.4	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-13T00:00:00Z	88	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-14T00:00:00Z	87.4	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-17T00:00:00Z	87.7	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-18T00:00:00Z	86.5	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-19T00:00:00Z	86.5	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-20T00:00:00Z	86	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-21T00:00:00Z	86.1	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-24T00:00:00Z	89	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-25T00:00:00Z	91	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-26T00:00:00Z	91	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-27T00:00:00Z	91	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-28T00:00:00Z	89.9	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-08-31T00:00:00Z	90	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-09-01T00:00:00Z	92.7	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-09-03T00:00:00Z	94.5	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-09-04T00:00:00Z	94	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-09-07T00:00:00Z	91.5	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
VIC	03/05/2002 00:00:00	Tập đoàn Vingroup - Công ty Cổ phần	2020-09-08T00:00:00Z	90.5	105100	105900	0.7611798287345386	https://finance.vietstock.vn/VIC-tap-doan-vingroup-ctcp.htm	+A	Higher	HOSE | Tài chính | Large Cap
