symbol	subsectorcode	industryname	supersector	sector	subsector	foundingdate	chartercapital	numberofemployee	banknumberofbranch	companyprofile	listingdate	exchange	firstprice	issueshare	listedvalue	companyname	ttmtype	marketcap	sharesoutstanding	bv	beta	eps	dilutedeps	pe	pb	dividendyield	totalrevenue	profit	asset	roe	roa	npl	financialleverage
HHP	1737	Nguyên vật liệu	Tài nguyên Cơ bản	Lâm nghiệp và Giấy	Sản xuất giấy	05/11/2012 00:00:00	180000000000.0	68	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Giấy Ho&#224;ng H&#224; Hải Ph&#242;ng (HHP) c&#243; tiền th&#226;n l&#224; Nh&#224; m&#225;y Sản xuất Giấy Đức Dương được khởi c&#244;ng x&#226;y dựng v&#224;o năm 2007. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực sản xuất v&#224; kinh doanh giấy kraft. HHP trở th&#224;nh c&#244;ng ty đại ch&#250;ng từ th&#225;ng 05/2018.&amp;nbsp;C&#244;ng ty&amp;nbsp;trực tiếp quản l&#253; vận h&#224;nh Nh&#224; m&#225;y Sản xuất Giấy Đức Dương với c&#244;ng suất 15.000 tấn giấy Kraft/năm v&#224; gi&#225;n tiếp quản l&#253; Nh&#224; m&#225;y Sản xuất Giấy Bao b&#236; với c&#244;ng suất 9.000 tấn/năm th&#244;ng qua c&#244;ng ty con - C&#244;ng ty Cổ phần Giấy Ho&#224;ng H&#224; H&#224; Nam. HHP được ni&#234;m yết v&#224; giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX) từ th&#225;ng 08/2018.&lt;/P&gt;&lt;/DIV&gt;"	08/08/2018 00:00:00	HNX	12600.0	18000000.0	205200000000.00	Công ty Cổ phần Giấy Hoàng Hà Hải Phòng	1	201600000000.0	18000000.0	11415.5441341667	0.3823175013	1023.4157570909	1023.4157570909	10.9437439500	0.9811183653	0.0892857143	368168490774.0	15906855059.0	419055425547.0	0.0826028171	0.0437279035	0.0000000000	0.9209004040
KHA	8633	Tài chính	Bất động sản	Bất động sản	Bất động sản	03/07/2001 00:00:00	141203090000.0	83	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Đầu tư v&#224; Dịch vụ Kh&#225;nh Hội (KHA) tiền th&#226;n l&#224; DNNN th&#224;nh lập năm 1982. Th&#225;ng 4/2001 chuyển đổi th&#224;nh c&#244;ng ty cổ phần v&#224; đến năm 2002 cổ phiếu của C&#244;ng ty ni&#234;m yết tr&#234;n trung t&#226;m GDCK TP.HCM. Lĩnh vực kinh doanh ch&#237;nh của KHA l&#224; cung cấp dịch vụ cho thu&#234; văn ph&#242;ng, kinh doanh bất động. Thực tế ch&#244; thấy m&#244; h&#236;nh kinh doanh BĐS đầu ti&#234;n của C&#244;ng ty l&#224; Chung cư Kh&#225;nh hội đ&#227; mang lại hiệu quả cao trong hoạt động kinh doanh tạo điều kiện cho C&#244;ng ty x&#226;y dựng c&#225;c chung cư v&#224; cao ốc tiếp theo như: Cao ốc 56 Bến v&#226;n đồn, Cao ốc VP 9-15 L&#234; Minh Xu&#226;n, chung cư Kh&#225;nh Hội 2, Chung cư v&#224; khu d&#226;n cư Kh&#225;nh Hội, KHAHOMEX PLAZA, Trường Mầm non Sao mai ...Ngo&#224;i ra C&#244;ng ty vẫn tiếp tục duy tr&#236; v&#224; ph&#225;t triển hoạt động của X&#237; nghiệp Chế biến L&#226;m sản Kh&#225;nh hội tại B&#236;nh dương, x&#237; nghiệp đang ph&#225;t triển rất tốt sau khi chuyển sang m&#244; h&#236;nh kinh doanh h&#224;ng nội thất với quy m&#244; xuất khẩu h&#224;ng năm từ 5-6.2 triệu USD. KHA giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 05/2018.&lt;/P&gt;&lt;/DIV&gt;"	19/08/2002 00:00:00	Upcom	21500.0	14120309.0	354419755900.00	Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội	1	351942694927.0	13958779.0	19551.5000370734	0.4132132758	2822.3763738133	2822.3763738133	8.9332522175	1.2895685729	0.1189862373	62155504630.0	25474681360.0	305688434670.0	0.1267699958	0.1138745805	0.0000000000	0.1200863212
ICC	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	08/08/2007 00:00:00	38000000000.0	135	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty X&#226;y dựng C&#244;ng nghiệp (ICC) được th&#224;nh lập tr&#234;n cơ sở s&#225;p nhập C&#244;ng ty x&#226;y dựng 105 v&#224; C&#244;ng trường 108 c&#249;ng một bộ phận của C&#244;ng trường 5 trực thuộc C&#244;ng ty X&#226;y dựng 104 v&#224;o th&#225;ng 10/1972. &amp;nbsp;ICC hoạt động kinh doanh ch&#237;nh trong lĩnh vực x&#226;y dựng c&#244;ng tr&#236;nh c&#244;ng nghiệp v&#224; nh&#224; ở. C&#244;ng ty ch&#237;nh thức chuyển sang hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm&amp;nbsp;2007.C&#244;ng ty đ&#227; thi c&#244;ng một số c&#244;ng tr&#236;nh ti&#234;u biểu như: Trụ sở UBND Th&#224;nh phố H&#224; Nội, Nh&#224; thi đấu Trịnh Ho&#224;i Đức, Nh&#224; m&#225;y nước Y&#234;n phụ, Chợ Đồng Xu&#226;n – Bắc Qua, S&#226;n vận động H&#224; Nội, Cung thể dục thể thao Quần Ngựa, Nh&#224; ở N02 (14 tầng), Nh&#224; ở v&#224; dịch vụ số 71 Nguyễn Ch&#237; Thanh (25 tầng), Khu du lịch sinh th&#225;i cao cấp An Kh&#225;nh, Nh&#224; lắp r&#225;p v&#224; nh&#224; bảo vệ thuộc dự &#225;n khu tổ hợp điện thoại di động SAMSUNG tại khu C&#244;ng nghiệp Y&#234;n Phong - Bắc Ninh. ICC được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 06/2016.&lt;/DIV&gt;	01/06/2016 00:00:00	Upcom	16000.0	3800000.0	0	Công ty Cổ phần Xây dựng công nghiệp	0	136800000000.0	3800000.0	51055.5006350000	0.2088176246	13724.9654336842	13724.9654336842	2.6229574256	0.7051150131	0.0555555556	432202340956.0	52154868648.0	515967175256.0	0.2080676716	0.0870025731	0.0000000000	1.6594751575
ND2	7535	Tiện ích Cộng đồng	Điện, nước & xăng dầu khí đốt	Sản xuất & Phân phối Điện	Sản xuất & Phân phối Điện	06/05/2004 15:26:00	500000000000.0	91	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Đầu tư v&#224; Ph&#225;t triển điện Miền Bắc 2 (ND2) được th&#224;nh lập năm 2004. C&#244;ng ty l&#224; đơn vị th&#224;nh vi&#234;n đầu ti&#234;n của Vinaconex hoạt động trong lĩnh vực đầu tư ph&#225;t triển năng lượng. Hiện nay c&#244;ng ty đang l&#224; chủ&amp;nbsp;đầu tư hai dự &#225;n l&#224; dự &#225;n Thủy điện Ng&#242;i Ph&#225;t v&#224; dự &#225;n Khu Đ&#244; thị - Thương mại Thủy Hoa tại tỉnh L&#224;o Cai.&amp;nbsp;C&#244;ng ty vừa kh&#225;nh th&#224;nh c&#244;ng tr&#236;nh Thủy&amp;nbsp;điện Ng&#242;i Ph&#225;t v&#224;o th&#225;ng 12/2014,&amp;nbsp;đưa sản lượng&amp;nbsp;điện ti&#234;u thụ h&#242;a v&#224;o lưới&amp;nbsp;điện quốc gia khoảng 314 triệu KWh.&amp;nbsp;Tổng c&#244;ng ty cổ phần VINACONEX chiếm khoảng 70% cơ cấu vốn c&#244;ng ty. Ng&#224;y 22/07/2010, ND2 ch&#237;nh thức giao dịch tr&#234;n thị trường UPCOM.&lt;/DIV&gt;	22/07/2010 00:00:00	Upcom	0.0	49993960.0	1404830276000.00	Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2	1	1404830276000.0	49993960.0	13746.7139483850	0.2982709150	2138.1823331644	2138.1823331644	13.1420036375	2.0441248800	0.0711743772	349070477474.0	98603179535.0	1867757222369.0	0.1695981863	0.0574894677	0.0000000000	1.7177154944
TLP	8633	Tài chính	Bất động sản	Bất động sản	Bất động sản	01/07/2010 00:00:00	2366000000000.0	570	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Tổng C&#244;ng ty Thương mại Xuất nhập khẩu Thanh Lễ (TLP) c&#243; tiền th&#226;n l&#224; C&#244;ng ty Thương mại Xuất nhập khẩu Thanh Lễ, được th&#224;nh lập v&#224;o năm 1992. Tổng C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực kinh doanh xăng dầu, vận tải&amp;nbsp; v&#224; bất động sản. TLP&amp;nbsp;l&#224; nh&#224; đầu tư ph&#225;t triển v&#224; kinh doanh hạ tầng tại khu c&#244;ng nghiệp S&#243;ng Thần 1, Khu c&#244;ng nghiệp B&#236;nh Đường, khu d&#226;n cư B&#236;nh Đường (16,5ha), khu d&#226;n cư K8 (6,5ha), chợ C&#226;y Dừa, kho cảng An Sơn (50ha). B&#234;n cạnh&amp;nbsp;đ&#243;, Tổng C&#244;ng ty đ&#227; x&#226;y dựng được mạng lưới ph&#226;n phối với 900 cửa h&#224;ng v&#224; đại l&#253;, trong đ&#243; bao gồm 200 của h&#224;ng đại l&#253; nằm ở 09 tỉnh ph&#237;a Bắc v&#224; 700 cửa h&#224;ng đại l&#253; nằm tại 13 tỉnh th&#224;nh ph&#237;a Nam. TLP được giao dịch tr&#234;n thị trường UPCOM từ cuối năm 2017.&lt;/DIV&gt;	08/12/2017 00:00:00	Upcom	14800.0	236600000.0	2176720000000.00	Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP	1	2155242889000.0	236579900.0	9877.0139553064	0.6644486232	-188.6170464951	-188.6170464951	-48.2989219123	0.9223435384	0.0360043908	13111154842145.0	86060363282.0	7394049872443.0	-0.0180917255	-0.0057208674	0.0000000000	2.0402514061
TMB	1771	Nguyên vật liệu	Tài nguyên Cơ bản	Khai khoáng	Khai thác Than	02/01/2007 18:00:00	150000000000.0	665	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin (TMB) c&#243; tiền th&#226;n l&#224; Tổng C&#244;ng ty Quản l&#253; v&#224; Ph&#226;n phối Than, được th&#224;nh lập v&#224;o năm 1974.&amp;nbsp;TMB ch&#237;nh thức hoạt động dưới h&#236;nh thức c&#244;ng ty cổ phần từ năm 2007.&amp;nbsp;C&#244;ng ty&amp;nbsp;hoạt động ch&#237;nh trong lĩnh vực chế biến, kinh doanh v&#224; ph&#226;n phối than. L&#224; c&#244;ng ty con của Tập đo&#224;n C&#244;ng nghiệp Than-Kho&#225;ng sản Việt Nam (Vinacomin), TMB đ&#243;ng vai tr&#242; l&#224; 1 mắt x&#237;ch trong hệ thống sản xuất, chế biến v&#224; ti&#234;u thụ than của Tập đo&#224;n. TMB được ni&#234;m yết tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX) từ cuối năm 2016.&lt;/DIV&gt;	16/01/2017 00:00:00	HNX	16700.0	15000000.0	0	Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin	1	300000000000.0	15000000.0	16973.9276622667	0.0315149026	7760.7372267333	7760.7372267333	2.5770747566	1.1782776737	0.0350000000	10857337165311.0	68067634649.0	3458938098860.0	0.4999254286	0.0576146780	0.0000000000	12.5852984557
TXM	2353	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Vật liệu xây dựng & Nội thất	18/02/2005 00:00:00	70000000000.0	55	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần VICEM Thạch cao Xi Măng (TXM),&amp;nbsp;Tiền th&#226;n l&#224; Đo&#224;n K3 th&#224;nh lập năm 1978 v&#224; chuyển sang hoạt động theo m&#244; h&#236;nh cổ phần năm 2006. Hoạt động kinh doanh ch&#237;nh của c&#244;ng ty l&#224; sản xuất v&#224; kinh doanh thạch cao c&#225;c loại v&#224; xi măng cho c&#225;c nh&#224; m&#225;y sản xuất thuộc Tổng C&#244;ng ty Xi măng Việt Nam như C&#244;ng ty Cổ phần Xi măng Bỉm Sơn, Xi măng Ho&#224;ng Thạch. Hiện tại, C&#244;ng ty Thạch cao xi măng l&#224; đơn vị duy nhất trong Tổng C&#244;ng ty Xi măng Việt Nam thực hiện nhiệm vụ cung cấp nguy&#234;n liệu thạch cao cho sản xuất xi măng của hầu hết c&#225;c nh&#224; m&#225;y sản xuất thuộc Tổng C&#244;ng ty, do vậy c&#244;ng ty kh&#244;ng c&#243; sự cạnh tranh lớn về mặt h&#224;ng. C&#244;ng ty c&#243; 1 Trạm nghiền Xi măng tại Quảng Trị c&#243; c&#244;ng suất 250.000 tấn xi măng/năm. X&#237; nghiệp Xi măng Quảng B&#236;nh c&#243; c&#244;ng suất 70.000 tấn/năm. Trạm nghiền tại phường Bắc L&#253;,Th&#224;nh phố Đồng Hới, Tỉnh Quảng B&#236;nh với diện t&#237;ch 12.606m2. Nh&#224; m&#225;y xi măng Bỉm Sơn - một&amp;nbsp;đơn vị lớn trong ng&#224;nh cung ứng xi măng&amp;nbsp;l&#224; đối t&#225;c chiến lược của c&#244;ng ty. C&#244;ng ty l&#224; đối t&#225;c cung ứng thạch cao duy nhất cho C&#244;ng ty cổ phần xi măng Bỉm Sơn. Ng&#224;y 11/12/2006, TXM ch&#237;nh thức&amp;nbsp;giao dịch&amp;nbsp;tại&amp;nbsp;Sở Giao dịch chứng kho&#225;n H&#224; Nội (HNX).&lt;/P&gt;&lt;/DIV&gt;"	11/12/2006 00:00:00	HNX	16000.0	7000000.0	31500000000.00	Công ty Cổ phần VICEM Thạch cao Xi Măng	1	30800000000.0	7000000.0	16379.8315694286	0.8096881606	-110.6357361429	-110.6357361429	-39.7701516110	0.2686230308	0.0000000000	278942179567.0	936684508.0	147226772875.0	-0.0067015782	-0.0055741988	0.0000000000	0.2840422709
QTC	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	02/01/2004 17:21:00	27000000000.0	93	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần C&#244;ng tr&#236;nh Giao th&#244;ng Vận tải Quảng Nam (QTC), tiền th&#226;n l&#224;&amp;nbsp;C&#244;ng trường 1/5 v&#224; C&#244;ng trường 2/9, được h&#236;nh th&#224;nh năm 1972. Năm 2014, C&#244;ng ty chuyển đổi m&#244; h&#236;nh kinh doanh hoạt động l&#224; C&#244;ng ty Cổ phần với số vốn điều lệ ban đầu l&#224; 12 tỷ đồng. Vốn điều lệ hiện tại của C&#244;ng ty l&#224; 27 tỷ đồng. Lĩnh vực kinh doanh ch&#237;nh của C&#244;ng ty l&#224;:&amp;nbsp;Quản l&#253;, khai th&#225;c v&#224; duy tu c&#225;c c&#244;ng tr&#236;nh giao th&#244;ng; X&#226;y dựng c&#225;c c&#244;ng tr&#236;nh giao th&#244;ng, d&#226;n dụng, c&#225;c c&#244;ng tr&#236;nh thủy lợi, thủy điện; Khai th&#225;c v&#224; sản xuất c&#225;c loại vật liệu phục vụ x&#226;y dựng... C&#244;ng ty được tỉnh Quảng Nam tin tưởng giao cho nhiệm vụ quản l&#253;, bảo tr&#236; 350 km c&#225;c tuyến đường trong tỉnh v&#224; 194,8km thuộc 3 tuyến quốc lộ 14B, 14D v&#224; 14E. C&#244;ng ty đ&#227; tiến h&#224;nh đầu tư mua sắm th&#234;m mớ 4 trạm trộn b&#234; t&#244;ng xi măng để phục vụ c&#225;c c&#244;ng tr&#236;nh miền n&#250;i, sở hữu&amp;nbsp;Ngo&#224;i ra, c&#244;ng ty c&#242;n đầu tư mua mớ 1 xe &#244; t&#244; tưới nước mớ v&#224; đầu tư x&#226;y dựng nh&#224; xưởng, kho để vật tư h&#224;ng h&#243;a tại Khu C&#244;ng nghiệp Thuận Y&#234;n. Ng&#224;y 16/01/2009, QTC ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX).&lt;/DIV&gt;	16/01/2009 00:00:00	HNX	0.0	2700000.0	46440000000.00	Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam	1	45090000000.0	2700000.0	16837.2886037037	-0.3843897715	2066.8938574074	2066.8938574074	8.0797569455	0.9918461572	0.0958083832	163290542359.0	5959118865.0	75973517302.0	0.1254270104	0.0697013448	0.0000000000	0.6711918649
SD7	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	25/11/2004 00:00:00	106000000000.0	24	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần S&#244;ng Đ&#224; 7 (SD7) c&#243;&amp;nbsp;tiền th&#226;n l&#224; C&#244;ng trường b&#234; t&#244;ng trực thuộc C&#244;ng ty x&#226;y dựng thủy điện Th&#225;c B&#224; được th&#224;nh lập năm 1963, trực tiếp tham gia x&#226;y dựng Nh&#224; m&#225;y thủy điện Th&#225;c B&#224;, đ&#226;y l&#224; nh&#224; m&#225;y thủy điện đầu ti&#234;n của Việt Nam. Năm 2006, C&#244;ng ty chuyển&amp;nbsp;đổi m&#244; h&#236;nh kinh doanh hoạt&amp;nbsp;động l&#224; C&#244;ng ty Cổ phần.&amp;nbsp;Vốn điều lệ hiện tại&amp;nbsp;của c&#244;ng ty&amp;nbsp;l&#224;&amp;nbsp;106 tỷ&amp;nbsp;đồng.&amp;nbsp;Hoạt động ch&#237;nh của c&#244;ng ty l&#224; x&#226;y lắp c&#225;c c&#244;ng tr&#236;nh thủy điện, x&#226;y dựng c&#225;c c&#244;ng tr&#236;nh giao th&#244;ng, d&#226;n dụng, thủy lợi v&#224;&amp;nbsp;sản xuất c&#225;c vật liệu x&#226;y dựng. C&#244;ng ty đ&#227; tham gia thi c&#244;ng nghiều c&#244;ng tr&#236;nh trọng điểm quốc gia như thủy điện Tuy&#234;n Quang, thủy điện Sơn La, thủy&amp;nbsp;điện Lai Ch&#226;u&amp;nbsp;v&#224; thủy điện Nậm Chiến. Hiện nay, C&#244;ng ty cổ phần S&#244;ng Đ&#224; 7 l&#224; một trong những đơn vị thi c&#244;ng ch&#237;nh tại dự &#225;n trọng điểm quốc gia, Nh&#224; m&#225;y thủy điện Lai Ch&#226;u c&#244;ng suất 1.200 MW. C&#244;ng ty đang l&#224; chủ đầu tư x&#226;y dựng một số dự &#225;n thủy điện vừa v&#224; nhỏ để kinh doanh điện thương phẩm như: nh&#224; m&#225;y thủy điện Yantannsien – L&#226;m Đồng (c&#244;ng suất 19,5 MW), nh&#224; m&#225;y thủy điện Nậm He – Điện Bi&#234;n (c&#244;ng suất 16 MW); đầu tư kinh doanh bất động sản, nh&#224; ở, hạ tầng đ&#244; thị v&#224; khu c&#244;ng nghiệp; đầu tư khai th&#225;c kho&#225;ng sản. Ng&#224;y 01/06/2018, SD7 ch&#237;nh thức giao dịch tr&#234;n thị trường UPCOM.&lt;/P&gt;&lt;/DIV&gt;"	27/12/2006 00:00:00	Upcom	3000.0	10600000.0	0	Công ty Cổ phần Sông Đà 7	0	33920000000.0	10600000.0	11487.4850282075	0.4608353371	157.4455291509	157.4455291509	20.3244894743	0.2785640192	0.0000000000	63511356976.0	1668922609.0	229702316414.0	0.0138004041	0.0068737465	0.0000000000	0.8864033161
DST	5557	Dịch vụ Tiêu dùng	Truyền thông	Truyền thông	Sách, ấn bản & sản phẩm văn hóa	05/01/2005 00:00:00	323000000000.0	40	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Đầu tư Sao Thăng Long (DST) tiền th&#226;n l&#224; Ph&#242;ng s&#225;ch gi&#225;o khoa trực thuộc Sở&amp;nbsp;Gi&#225;o dục -&amp;nbsp;Đ&#224;o tạo&amp;nbsp;Nam Định&amp;nbsp;được&amp;nbsp;th&#224;nh lập năm 1983. Năm 2004, c&#244;ng ty chuyển sang hoạt động theo m&#244; h&#236;nh cổ phần. C&#244;ng ty hoạt động ch&#237;nh trong ng&#224;nh kinh doanh s&#225;ch gi&#225;o khoa v&#224; c&#243; thế mạnh l&#224; s&#225;ch tham khảo, triển khai ph&#225;t h&#224;nh s&#225;ch, c&#244;ng ty c&#242;n li&#234;n doanh li&#234;n kết với c&#225;c&amp;nbsp;nh&#224; xuất bản&amp;nbsp;kh&#225;c để sản xuất bản thảo s&#225;ch. Hiện nay C&#244;ng ty c&#243; 5 cửa h&#224;ng s&#225;ch, 46 trường THPT, 10 đại l&#253; cấp 1, 36 đại l&#253; cấp 2 v&#224; 1 si&#234;u thị tổng hợp giới thiệu, kinh doanh s&#225;ch v&#224; thiết bị gi&#225;o dục (rộng 235,5 m2, ngay tại trụ sở C&#244;ng ty ở số 13 Minh Khai, Tp. Nam Định c&#243; vốn đầu tư x&#226;y dựng gần 3,4 tỷ đồng). Ngo&#224;i ra,&amp;nbsp;c&#244;ng ty&amp;nbsp;c&#242;n ph&#226;n phối cho 10 ph&#242;ng Gi&#225;o dục -&amp;nbsp;Đ&#224;o tạo&amp;nbsp;– l&#224; đơn vị quản l&#253; 245 trường THCS, 291 trường tiểu học v&#224; 161 trường mầm non. Ngo&#224;i ra&amp;nbsp;c&#244;ng ty&amp;nbsp;c&#242;n cung cấp đồ d&#249;ng v&#224; thiết bị dạy học cho C&#244;ng ty Cổ phần S&#225;ch Thiết bị Trường học th&#224;nh phố Hồ Ch&#237; Minh, S&#225;ch gi&#225;o khoa cho Nh&#224; xuất bản&amp;nbsp;Gi&#225;o dục H&#224; Nội.&lt;/P&gt;&lt;/DIV&gt;"	16/10/2007 00:00:00	HNX	68200.0	32300000.0	93670000000.00	Công ty Cổ phần Đầu tư Sao Thăng Long	1	93435100000.0	32219000.0	9844.2784565939	0.6990110717	245.3363013129	245.3363013129	11.8205091724	0.2945873598	0.1034482759	42644409057.0	-6490047635.0	335128065363.0	0.0241725969	0.0226819031	0.0000000000	0.0565678209
TVN	1757	Nguyên vật liệu	Tài nguyên Cơ bản	Kim loại	Thép và sản phẩm thép	30/11/2012 15:47:00	6780000000000.0	147	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Tổng c&#244;ng ty Th&#233;p Việt Nam (TVN)&amp;nbsp;được th&#224;nh lập tr&#234;n cơ sở hợp nhất những đơn vị sản xuất kinh doanh của ng&#224;nh th&#233;p Việt Nam l&#224; Tổng c&#244;ng ty Kim kh&#237; v&#224; Tổng c&#244;ng ty Th&#233;p. Hiện VNSTEEL đang hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần với 6 đơn vị trực thuộc, 11 c&#244;ng ty con v&#224;&amp;nbsp;22 c&#244;ng ty li&#234;n kết. Sản phẩm ch&#237;nh của C&#244;ng ty gồm ph&#244;i th&#233;p, th&#233;p x&#226;y dựng, th&#233;p c&#225;n dẹt. Hiện tại c&#225;c doanh nghiệp trong hệ thống VNSTEEL cung cấp tr&#234;n 50% nhu cầu th&#233;p x&#226;y dựng v&#224; khoảng 30% nhu cầu th&#233;p c&#225;n nguội trong nước.&lt;/DIV&gt;	18/01/2016 00:00:00	Upcom	0.0	678000000.0	4610400000000.00	Tổng Công ty Thép Việt Nam - Công ty Cổ phần	1	4543956000000.0	678000000.0	12712.3494322360	1.8459632935	420.5276252773	420.5276252773	15.9371218373	0.5272038844	0.0000000000	23609094414932.0	487582469173.0	22138780032224.0	0.0304360791	0.0151666195	0.0000000000	1.2552745721
SGP	2777	Công nghiệp	Hàng & Dịch vụ Công nghiệp	Vận tải	Kho bãi, hậu cần và bảo dưỡng	23/01/2008 00:00:00	2162949610000.0	935	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Cảng S&#224;i G&#242;n (SGP) c&#243; tiền th&#226;n l&#224;&amp;nbsp;Cảng&amp;nbsp;S&#224;i G&#242;n&amp;nbsp;được th&#224;nh lập v&#224;o năm&amp;nbsp;1863. C&#244;ng ty hoạt động trong lĩnh vực quản l&#253;&amp;nbsp;khai th&#225;c&amp;nbsp;cảng, cung cấp c&#225;c dịch vụ cảng li&#234;n quan.&amp;nbsp;SGP&amp;nbsp;ch&#237;nh thức hoạt&amp;nbsp;động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2015. C&#244;ng&amp;nbsp;ty hiện quản l&#253;&amp;nbsp;4 cảng: Nh&#224; Rồng - Kh&#225;nh Hội, T&#226;n Thuận, T&#226;n Thuận 2, v&#224; Chi nh&#225;nh&amp;nbsp;Cảng S&#224;i G&#242;n B&#224; Rịa - Vũng T&#224;u, trong đ&#243; Cảng T&#226;n Thuận 2 v&#224; Chi nh&#225;nh Cảng S&#224;i G&#242;n B&#224; Rịa - Vũng T&#224;u chỉ tiếp nhận h&#224;ng rời.&amp;nbsp;SGP được giao dịch tr&#234;n thị trường&amp;nbsp;UPCOM từ th&#225;ng 04/2016.&lt;/DIV&gt;	25/04/2016 00:00:00	Upcom	11500.0	216294961.0	1838507168500.00	Công ty Cổ phần Cảng Sài Gòn	1	1827769273911.0	216278461.0	9143.5024071999	0.8446526568	557.8579303836	557.8579303836	15.1490183068	0.9242628944	0.0000000000	1121312835313.0	206231776885.0	4771992509295.0	0.0589585509	0.0257410487	0.0000000000	1.2436805658
