<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
DRC,20110923,6.28,6.58,6.28,6.29,129320,21.60,22.60,21.60,21.60,0,0,28740
DRC,20110922,6.31,6.46,6.31,6.43,73430,21.70,22.20,21.70,22.10,0,0,2460
DRC,20110921,6.46,6.46,6.28,6.31,115910,22.20,22.20,21.60,21.70,0,0,15000
DRC,20110920,6.34,6.49,6.29,6.34,65610,21.80,22.30,21.60,21.80,0,0,6490
DRC,20110919,6.17,6.55,6.17,6.49,140250,21.20,22.50,21.20,22.30,0,0,17280
DRC,20110916,6.25,6.52,6.25,6.26,290790,21.50,22.40,21.50,21.50,0,3000,187690
DRC,20110915,6.38,6.55,6.26,6.37,321530,21.90,22.50,21.50,21.90,0,0,176600
DRC,20110914,6.84,6.84,6.55,6.55,343910,23.50,23.50,22.50,22.50,0,0,87800
DRC,20110913,6.75,6.92,6.63,6.87,298560,23.20,23.80,22.80,23.60,0,0,58230
DRC,20110912,6.63,6.78,6.63,6.63,156820,22.80,23.30,22.80,22.80,0,0,49030
DRC,20110909,6.69,6.95,6.60,6.75,400750,23.00,23.90,22.70,23.20,0,4320,78670
DRC,20110908,6.72,6.81,6.66,6.66,523520,23.10,23.40,22.90,22.90,0,4410,116670
DRC,20110907,6.46,6.55,6.23,6.49,284530,22.20,22.50,21.40,22.30,0,0,124700
DRC,20110906,6.32,6.40,6.23,6.26,94970,21.70,22.00,21.40,21.50,0,0,42840
DRC,20110905,6.78,6.84,6.52,6.52,228780,23.30,23.50,22.40,22.40,0,5000,36160
DRC,20110901,6.78,6.95,6.75,6.84,241380,23.30,23.90,23.20,23.50,0,1680,54090
DRC,20110831,6.40,6.72,6.37,6.63,283210,22.00,23.10,21.90,22.80,0,6350,30000
DRC,20110830,6.49,6.49,6.29,6.40,208180,22.30,22.30,21.60,22.00,0,30000,44930
DRC,20110829,5.91,6.20,5.91,6.20,142790,20.30,21.30,20.30,21.30,0,23400,0
DRC,20110826,5.99,6.02,5.90,5.91,65940,20.60,20.70,20.30,20.30,0,0,1980
DRC,20110825,5.97,6.05,5.88,5.99,28630,20.50,20.80,20.20,20.60,0,2000,0
DRC,20110824,6.11,6.11,5.82,5.82,61530,21.00,21.00,20.00,20.00,0,0,20940
DRC,20110823,6.11,6.17,5.96,6.05,42510,21.00,21.20,20.50,20.80,0,0,0
DRC,20110822,5.85,6.05,5.85,6.05,92100,20.10,20.80,20.10,20.80,0,1980,0
DRC,20110819,5.76,5.84,5.76,5.79,65830,19.80,20.10,19.80,19.90,0,1000,0
DRC,20110818,5.79,5.97,5.79,5.96,105130,19.90,20.50,19.90,20.50,0,16370,20290
DRC,20110817,5.64,5.81,5.64,5.82,63950,19.40,20.00,19.40,20.00,0,2000,0
DRC,20110816,5.56,5.65,5.53,5.64,42400,19.10,19.40,19.00,19.40,0,500,0
DRC,20110815,5.53,5.62,5.53,5.56,26270,19.00,19.30,19.00,19.10,0,0,0
DRC,20110812,5.47,5.53,5.38,5.53,46080,18.80,19.00,18.50,19.00,0,0,14000
DRC,20110811,5.38,5.38,5.23,5.38,28530,18.50,18.50,18.00,18.50,0,0,0
DRC,20110810,5.61,5.61,5.38,5.38,65820,19.30,19.30,18.50,18.50,0,500,36100
DRC,20110809,5.45,5.47,5.36,5.35,109800,18.70,18.80,18.40,18.40,0,20000,17100
DRC,20110808,5.82,5.82,5.62,5.62,48760,20.00,20.00,19.30,19.30,0,0,17750
DRC,20110805,5.73,5.90,5.73,5.82,42860,19.70,20.30,19.70,20.00,0,500,0
DRC,20110804,5.59,5.73,5.53,5.73,54350,19.20,19.70,19.00,19.70,0,0,7270
DRC,20110803,5.67,5.67,5.47,5.47,43720,19.50,19.50,18.80,18.80,0,400,0
DRC,20110802,5.91,5.91,5.68,5.67,44550,20.30,20.30,19.50,19.50,50000,0,50
DRC,20110801,5.91,5.97,5.82,5.91,14980,20.30,20.50,20.00,20.30,0,2000,3150
DRC,20110729,5.91,5.94,5.82,5.94,40570,20.30,20.40,20.00,20.40,0,14000,0
DRC,20110728,5.85,5.97,5.85,5.85,13780,20.10,20.50,20.10,20.10,0,0,5710
DRC,20110727,5.88,5.94,5.85,5.85,46990,20.20,20.40,20.10,20.10,0,0,0
DRC,20110726,5.85,5.85,5.82,5.85,32730,20.10,20.10,20.00,20.10,0,0,0
DRC,20110725,5.91,5.94,5.85,5.85,24890,20.30,20.40,20.10,20.10,0,0,0
DRC,20110722,5.93,5.96,5.93,5.94,25230,20.40,20.50,20.40,20.40,0,0,4550
DRC,20110721,6.02,6.08,5.96,5.96,58110,20.70,20.90,20.50,20.50,0,0,26040
DRC,20110720,5.99,6.08,5.99,6.08,66300,20.60,20.90,20.60,20.90,0,7950,34050
DRC,20110719,6.05,6.05,5.96,6.02,39080,20.80,20.80,20.50,20.70,0,24920,250
DRC,20110718,6.05,6.11,5.99,6.08,8358,20.80,21.00,20.60,20.90,0,40000,0
DRC,20110715,5.96,6.11,5.96,6.08,22520,20.50,21.00,20.50,20.90,0,10000,0
DRC,20110714,6.05,6.20,6.05,6.08,46600,20.80,21.30,20.80,20.90,0,20000,0
DRC,20110713,6.19,6.19,6.02,6.05,27600,21.30,21.30,20.70,20.80,0,13670,0
DRC,20110712,5.93,6.02,5.93,6.02,32910,20.40,20.70,20.40,20.70,0,27130,1280
DRC,20110711,5.97,6.03,5.91,5.96,31770,20.50,20.70,20.30,20.50,0,15000,1400
DRC,20110708,6.02,6.02,5.90,5.94,103150,20.70,20.70,20.30,20.40,0,47250,0
DRC,20110707,6.05,6.22,5.99,5.99,19280,20.80,21.40,20.60,20.60,0,0,100
DRC,20110706,6.11,6.11,6.00,6.05,12520,21.00,21.00,20.60,20.80,0,0,10
DRC,20110705,6.34,6.43,6.14,6.20,49340,21.80,22.10,21.10,21.30,0,0,0
DRC,20110704,6.17,6.17,6.14,6.14,20700,21.20,21.20,21.10,21.10,0,100,0
DRC,20110701,6.22,6.31,6.17,6.17,47720,21.40,21.70,21.20,21.20,0,0,0
DRC,20110630,6.34,6.34,6.11,6.34,146080,21.80,21.80,21.00,21.80,0,5000,0
DRC,20110629,6.11,6.11,6.05,6.05,24160,21.00,21.00,20.80,20.80,0,0,8780
DRC,20110628,5.91,6.11,5.91,6.11,37360,20.30,21.00,20.30,21.00,0,0,3140
DRC,20110627,5.99,5.99,5.90,5.91,34720,20.60,20.60,20.30,20.30,0,0,22000
DRC,20110624,6.11,6.14,5.99,5.99,27620,21.00,21.10,20.60,20.60,0,140,21760
DRC,20110623,6.09,6.29,6.09,6.11,34250,20.90,21.60,20.90,21.00,0,0,0
DRC,20110622,6.37,6.37,6.17,6.29,85110,21.90,21.90,21.20,21.60,0,60920,40000
