<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
PVF,20120601,12.46,12.46,11.69,11.79,1067470,13.00,13.00,12.20,12.30,0,0,0
PVF,20120531,12.27,12.56,11.98,12.17,937260,12.80,13.10,12.50,12.70,0,0,39180
PVF,20120530,12.55,12.84,12.36,12.46,938920,13.10,13.40,12.90,13.00,0,60290,0
PVF,20120529,12.36,12.84,12.27,12.55,721080,12.90,13.40,12.80,13.10,0,51000,0
PVF,20120528,13.13,13.13,12.27,12.65,1490790,13.70,13.70,12.80,13.20,0,20100,1000
PVF,20120525,12.45,12.64,12.45,12.65,1401790,13.00,13.20,13.00,13.20,0,49720,179860
PVF,20120524,12.46,12.46,11.88,12.07,1538430,13.00,13.00,12.40,12.60,0,13350,150210
PVF,20120523,12.74,12.84,12.46,12.46,1280270,13.30,13.40,13.00,13.00,0,43260,1050
PVF,20120522,12.94,13.23,12.65,13.03,1610460,13.50,13.80,13.20,13.60,0,38000,0
PVF,20120521,12.17,12.74,12.17,12.75,1346240,12.70,13.30,12.70,13.30,60000,63000,513490
PVF,20120518,12.46,12.75,12.17,12.17,1378730,13.00,13.30,12.70,12.70,0,35600,74270
PVF,20120517,13.41,13.60,12.74,12.75,972080,14.00,14.20,13.30,13.30,0,61500,291550
PVF,20120516,13.61,13.90,12.94,13.22,2050360,14.20,14.50,13.50,13.80,0,135560,237330
PVF,20120515,13.90,14.28,13.61,13.61,1733290,14.50,14.90,14.20,14.20,0,103180,221990
PVF,20120514,14.66,14.95,14.28,14.28,1829240,15.30,15.60,14.90,14.90,0,49160,117490
PVF,20120511,15.33,15.33,14.76,14.95,1712880,16.00,16.00,15.40,15.60,0,82340,10
PVF,20120510,15.52,15.71,15.14,15.33,2185580,16.20,16.40,15.80,16.00,0,142340,55000
PVF,20120509,15.33,15.81,14.85,15.33,1917580,16.00,16.50,15.50,16.00,0,50140,10000
